Title,BibTex,DOI,Authors,Year,Fields,Link
Survey of Trustworthy AI: A Meta Decision of AI,"@Article{Wu2023SurveyOT,
 author = {Caesar Wu and Y. Lib and P. Bouvry},
 journal = {ArXiv},
 title = {Survey of Trustworthy AI: A Meta Decision of AI},
 volume = {abs/2306.00380},
 year = {2023}
}
",10.1016/j.heliyon.2023.e16925,"['Caesar Wu', 'Y. Lib', 'P. Bouvry']",2023.0,Computer Science,https://www.semanticscholar.org/paper/5bfc22ae81d47e70fc71b02c84d907c3381975ea
FedSeg: Class-Heterogeneous Federated Learning for Semantic Segmentation,"@Article{Miao2023FedSegCF,
 author = {Jiaxu Miao and Zongxin Yang and Lei Fan and Yi Yang},
 journal = {2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)},
 pages = {8042-8052},
 title = {FedSeg: Class-Heterogeneous Federated Learning for Semantic Segmentation},
 year = {2023}
}
",10.48550/arXiv.2306.00380,"['Jiaxu Miao', 'Zongxin Yang', 'Lei Fan', 'Yi Yang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/00a984bec1618ffbfa370e86637f3d8ea395643d
CaPriDe Learning: Confidential and Private Decentralized Learning Based on Encryption-Friendly Distillation Loss,"@Article{Tastan2023CaPriDeLC,
 author = {Nurbek Tastan and Karthik Nandakumar and Mohamed Bin Zayed},
 journal = {2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)},
 pages = {8084-8092},
 title = {CaPriDe Learning: Confidential and Private Decentralized Learning Based on Encryption-Friendly Distillation Loss},
 year = {2023}
}
",10.1109/CVPR52729.2023.00777,"['Nurbek Tastan', 'Karthik Nandakumar', 'Mohamed Bin Zayed']",2023.0,Computer Science,https://www.semanticscholar.org/paper/591330e2c3bedb21a390c366e2180016dc938ad9
Vision Transformers in medical computer vision - A contemplative retrospection,"@Article{Parvaiz2023VisionTI,
 author = {Arshi Parvaiz and Muhammad Anwaar Khalid and Rukhsana Zafar and Huma Ameer and M. Ali and M. Fraz},
 journal = {Eng. Appl. Artif. Intell.},
 pages = {106126},
 title = {Vision Transformers in medical computer vision - A contemplative retrospection},
 volume = {122},
 year = {2023}
}
",10.1109/CVPR52729.2023.00781,"['Arshi Parvaiz', 'Muhammad Anwaar Khalid', 'Rukhsana Zafar', 'Huma Ameer', 'M. Ali', 'M. Fraz']",2023.0,Medicine,https://www.semanticscholar.org/paper/ce5e3f35339245203a4b5b546f1263dfd2a25a89
FedDisco: Federated Learning with Discrepancy-Aware Collaboration,"@Article{Ye2023FedDiscoFL,
 author = {Rui Ye and Mingkai Xu and Jianyu Wang and Chenxin Xu and Siheng Chen and Yanfeng Wang},
 journal = {ArXiv},
 title = {FedDisco: Federated Learning with Discrepancy-Aware Collaboration},
 volume = {abs/2305.19229},
 year = {2023}
}
",10.1016/j.engappai.2023.106126,"['Rui Ye', 'Mingkai Xu', 'Jianyu Wang', 'Chenxin Xu', 'Siheng Chen', 'Yanfeng Wang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/e27cc89c42b9c1decadd48f3e5b5ca70fa65ed9b
Blockchain Enabled Interpolation Based Reversible Data Hiding Mechanism for Protecting Records,"@Article{Tripathi2023BlockchainEI,
 author = {Abhinandan Tripathi and J. Prakash and Researc H Article},
 journal = {ICST Transactions on Scalable Information Systems},
 title = {Blockchain Enabled Interpolation Based Reversible Data Hiding Mechanism for Protecting Records},
 year = {2023}
}
",10.48550/arXiv.2305.19229,"['Abhinandan Tripathi', 'J. Prakash', 'Researc H Article']",2023.0,,https://www.semanticscholar.org/paper/700408d9f6f7ebceeed0708c56ddf9568c0c4dca
DP-FEDAW: FEDERATED LEARNING WITH DIFFERENTIAL PRIVACY IN NON-IID DATA,"@Article{Tan2023DPFEDAWFL,
 author = {Qingjie Tan and Bin Wang and Hongfeng Yu and Shuhui Wu and Yaguan Qian and Yuanhong Tao},
 journal = {International Journal of Engineering Technologies and Management Research},
 title = {DP-FEDAW: FEDERATED LEARNING WITH DIFFERENTIAL PRIVACY IN NON-IID DATA},
 year = {2023}
}
",10.4108/eetsis.v10i4.2934,"['Qingjie Tan', 'Bin Wang', 'Hongfeng Yu', 'Shuhui Wu', 'Yaguan Qian', 'Yuanhong Tao']",2023.0,,https://www.semanticscholar.org/paper/3dcb68a3171f7366d9b6674fa871f00ec66c4c99
Federated learning for secure development of AI models for Parkinson's disease detection using speech from different languages,"@Article{Arasteh2023FederatedLF,
 author = {Soroosh Tayebi Arasteh and C. D. Ríos-Urrego and E. Noeth and Andreas Maier and Seung Hee Yang and J. Rusz and J. Orozco-Arroyave},
 journal = {ArXiv},
 title = {Federated learning for secure development of AI models for Parkinson's disease detection using speech from different languages},
 volume = {abs/2305.11284},
 year = {2023}
}
",10.29121/ijetmr.v10.i5.2023.1328,"['Soroosh Tayebi Arasteh', 'C. D. Ríos-Urrego', 'E. Noeth', 'Andreas Maier', 'Seung Hee Yang', 'J. Rusz', 'J. Orozco-Arroyave']",2023.0,"Computer Science, Engineering",https://www.semanticscholar.org/paper/b6df787f1ba25218bfa83108932390f8ccd6d8b6
Federated Learning over Harmonized Data Silos,"@Article{Stripelis2023FederatedLO,
 author = {Dimitris Stripelis and J. Ambite},
 journal = {ArXiv},
 title = {Federated Learning over Harmonized Data Silos},
 volume = {abs/2305.08985},
 year = {2023}
}
",10.21437/Interspeech.2023-2108,"['Dimitris Stripelis', 'J. Ambite']",2023.0,Computer Science,https://www.semanticscholar.org/paper/2f465c82306475ef9610c602131e314400f77a53
"Osteoporosis and gut microbiota, radiofrequency echographic multispectrometry and machine learning: one year in review 2023.","@Article{Maffi2023OsteoporosisAG,
 author = {M. Maffi and Gianmarco De Mattia and M. Mazzantini},
 journal = {Clinical and experimental rheumatology},
 title = {Osteoporosis and gut microbiota, radiofrequency echographic multispectrometry and machine learning: one year in review 2023.},
 year = {2023}
}
",10.48550/arXiv.2305.08985,"['M. Maffi', 'Gianmarco De Mattia', 'M. Mazzantini']",2023.0,Medicine,https://www.semanticscholar.org/paper/a5e80f671354234ffea73239af7f05ce3e714310
Visual Tuning,"@Article{Yu2023VisualT,
 author = {Bruce X. B. Yu and Jianlong Chang and Haixin Wang and Lin Liu and Shijie Wang and Zhiyu Wang and Junfan Lin and Lingxi Xie and Haojie Li and Zhouchen Lin and Qi Tian and Chang Wen Chen},
 journal = {ArXiv},
 title = {Visual Tuning},
 volume = {abs/2305.06061},
 year = {2023}
}
",10.55563/clinexprheumatol/ma4l1t,"['Bruce X. B. Yu', 'Jianlong Chang', 'Haixin Wang', 'Lin Liu', 'Shijie Wang', 'Zhiyu Wang', 'Junfan Lin', 'Lingxi Xie', 'Haojie Li', 'Zhouchen Lin', 'Qi Tian', 'Chang Wen Chen']",2023.0,Computer Science,https://www.semanticscholar.org/paper/0340c850e033abbf71c7214e403c8fe2be5ef91f
Exploring the Landscape of Machine Unlearning: A Comprehensive Survey and Taxonomy,"@Article{Shaik2023ExploringTL,
 author = {T. Shaik and Xiaohui Tao and Haoran Xie and Lin Li and Xiaofeng Zhu and Qingyuan Li},
 journal = {ArXiv},
 title = {Exploring the Landscape of Machine Unlearning: A Comprehensive Survey and Taxonomy},
 volume = {abs/2305.06360},
 year = {2023}
}
",10.48550/arXiv.2305.06061,"['T. Shaik', 'Xiaohui Tao', 'Haoran Xie', 'Lin Li', 'Xiaofeng Zhu', 'Qingyuan Li']",2023.0,Computer Science,https://www.semanticscholar.org/paper/7bdfb49883c0a0b8b754e3356887d7b3faff348e
FedNoRo: Towards Noise-Robust Federated Learning by Addressing Class Imbalance and Label Noise Heterogeneity,"@Inproceedings{Wu2023FedNoRoTN,
 author = {Nannan Wu and Li Yu and Xue Jiang and Kwang-Ting Cheng and Zengqiang Yan},
 pages = {4424-4432},
 title = {FedNoRo: Towards Noise-Robust Federated Learning by Addressing Class Imbalance and Label Noise Heterogeneity},
 year = {2023}
}
",10.48550/arXiv.2305.06360,"['Nannan Wu', 'Li Yu', 'Xue Jiang', 'Kwang-Ting Cheng', 'Zengqiang Yan']",2023.0,Computer Science,https://www.semanticscholar.org/paper/93a67ab11e1b6aad4e3ca8e80bfb386bf18050f4
Artificial intelligence tools in clinical neuroradiology: essential medico-legal aspects,"@Article{Hedderich2023ArtificialIT,
 author = {D. Hedderich and C. Weisstanner and S. Van Cauter and C. Federau and M. Edjlali and A. Radbruch and S. Gerke and S. Haller},
 journal = {Neuroradiology},
 pages = {1091 - 1099},
 title = {Artificial intelligence tools in clinical neuroradiology: essential medico-legal aspects},
 volume = {65},
 year = {2023}
}
",10.48550/arXiv.2305.05230,"['D. Hedderich', 'C. Weisstanner', 'S. Van Cauter', 'C. Federau', 'M. Edjlali', 'A. Radbruch', 'S. Gerke', 'S. Haller']",2023.0,Medicine,https://www.semanticscholar.org/paper/e6f0d6281763ecb79fb40b5619537a1f458cfe33
Federated Semi-Supervised Learning for Medical Image Segmentation via Pseudo-Label Denoising,"@Article{Qiu2023FederatedSL,
 author = {Liang Qiu and Jierong Cheng and Huxin Gao and W. Xiong and Hongliang Ren},
 journal = {IEEE Journal of Biomedical and Health Informatics},
 pages = {4672-4683},
 title = {Federated Semi-Supervised Learning for Medical Image Segmentation via Pseudo-Label Denoising},
 volume = {27},
 year = {2023}
}
",10.1007/s00234-023-03152-7,"['Liang Qiu', 'Jierong Cheng', 'Huxin Gao', 'W. Xiong', 'Hongliang Ren']",2023.0,"Medicine, Computer Science",https://www.semanticscholar.org/paper/a0267655c2384f7684f024422d37b17d472bc8db
SMPC-Ranking: A Privacy-Preserving Method on Identifying Influential Nodes in Multiple Private Networks,"@Article{Hu2023SMPCRankingAP,
 author = {Wen Hu and Xin Xia and Xiao Ding and Xingyi Zhang and Kai Zhong and Haifeng Zhang},
 journal = {IEEE Transactions on Systems, Man, and Cybernetics: Systems},
 pages = {2971-2982},
 title = {SMPC-Ranking: A Privacy-Preserving Method on Identifying Influential Nodes in Multiple Private Networks},
 volume = {53},
 year = {2023}
}
",10.1109/JBHI.2023.3274498,"['Wen Hu', 'Xin Xia', 'Xiao Ding', 'Xingyi Zhang', 'Kai Zhong', 'Haifeng Zhang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/faf5ac367ed7918ca1a9e4d5242c371a9fe05d2a
FCA: Taming Long-tailed Federated Medical Image Classification by Classifier Anchoring,"@Article{Wicaksana2023FCATL,
 author = {Jeffry Wicaksana and Zengqiang Yan and Kwang-Ting Cheng},
 journal = {ArXiv},
 title = {FCA: Taming Long-tailed Federated Medical Image Classification by Classifier Anchoring},
 volume = {abs/2305.00738},
 year = {2023}
}
",10.1109/TSMC.2022.3220260,"['Jeffry Wicaksana', 'Zengqiang Yan', 'Kwang-Ting Cheng']",2023.0,Computer Science,https://www.semanticscholar.org/paper/4875ce2e37dcee5a68b63977a9f078820ae8c886
From function to translation: Decoding genetic susceptibility to human diseases via artificial intelligence,"@Article{Long2023FromFT,
 author = {Erping Long and P. Wan and Qingyu Chen and Zhiyong Lu and Jiyeon Choi},
 journal = {Cell Genomics},
 title = {From function to translation: Decoding genetic susceptibility to human diseases via artificial intelligence},
 volume = {3},
 year = {2023}
}
",10.48550/arXiv.2305.00738,"['Erping Long', 'P. Wan', 'Qingyu Chen', 'Zhiyong Lu', 'Jiyeon Choi']",2023.0,Medicine,https://www.semanticscholar.org/paper/aa1dad955eaf9c51564fbf61271eebd5c507ce98
A systematic review of privacy-preserving methods deployed with blockchain and federated learning for the telemedicine,"@Article{Hiwale2023ASR,
 author = {Madhuri Hiwale and Rahee Walambe and V. Potdar and K. Kotecha},
 journal = {Healthcare Analytics (New York, N.y.)},
 pages = {100192 - 100192},
 title = {A systematic review of privacy-preserving methods deployed with blockchain and federated learning for the telemedicine},
 volume = {3},
 year = {2023}
}
",10.1016/j.xgen.2023.100320,"['Madhuri Hiwale', 'Rahee Walambe', 'V. Potdar', 'K. Kotecha']",2023.0,Medicine,https://www.semanticscholar.org/paper/4f11e7c307e53753fe663a68f21090e08543ea0b
A comprehensive review on deep learning algorithms: Security and privacy issues,"@Article{Tayyab2023ACR,
 author = {M. Tayyab and Mohsen Marjani and N. Jhanjhi and I. A. Hashem and Raja Sher Afgun Usmani and Faizan Qamar},
 journal = {Comput. Secur.},
 pages = {103297},
 title = {A comprehensive review on deep learning algorithms: Security and privacy issues},
 volume = {131},
 year = {2023}
}
",10.1016/j.health.2023.100192,"['M. Tayyab', 'Mohsen Marjani', 'N. Jhanjhi', 'I. A. Hashem', 'Raja Sher Afgun Usmani', 'Faizan Qamar']",2023.0,Computer Science,https://www.semanticscholar.org/paper/df728c7a07377fe078979ddb6d2a34f21d5b0200
A Novel Framework for Securing ECDH Encrypted DICOM Pixel Data Stored Over Cloud Using IPFS,"@Article{Shankar2023ANF,
 author = {K. C. Prabu Shankar and S. Prayla Shyry},
 journal = {International Journal of Uncertainty, Fuzziness and Knowledge-Based Systems},
 title = {A Novel Framework for Securing ECDH Encrypted DICOM Pixel Data Stored Over Cloud Using IPFS},
 year = {2023}
}
",10.1016/j.cose.2023.103297,"['K. C. Prabu Shankar', 'S. Prayla Shyry']",2023.0,,https://www.semanticscholar.org/paper/bc4b53596521d0cfbea6dd9fc5dc2c2d45d72060
"Towards electronic health record-based medical knowledge graph construction, completion, and applications: A literature study","@Article{Murali2023TowardsEH,
 author = {Lino Murali and G. Gopakumar and Daleesha M. Viswanathan and Prema Nedungadi},
 journal = {Journal of biomedical informatics},
 pages = {
          104403
        },
 title = {Towards electronic health record-based medical knowledge graph construction, completion, and applications: A literature study},
 year = {2023}
}
",10.1142/s0218488523400081,"['Lino Murali', 'G. Gopakumar', 'Daleesha M. Viswanathan', 'Prema Nedungadi']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/618f9c581f6003a79eff5ca2410e3be70bf4abd1
A review of the multi-dimensional application of machine learning to improve the integrated intelligence of laser powder bed fusion,"@Article{Li2023ARO,
 author = {Kun Li and Ruijin Ma and Yu Qin and N. Gong and Jinzhou Wu and Peng Wen and Susheng Tan and D. Zhang and L. Murr and Jun Luo},
 journal = {Journal of Materials Processing Technology},
 title = {A review of the multi-dimensional application of machine learning to improve the integrated intelligence of laser powder bed fusion},
 year = {2023}
}
",10.1016/j.jbi.2023.104403,"['Kun Li', 'Ruijin Ma', 'Yu Qin', 'N. Gong', 'Jinzhou Wu', 'Peng Wen', 'Susheng Tan', 'D. Zhang', 'L. Murr', 'Jun Luo']",2023.0,,https://www.semanticscholar.org/paper/4b2771d3b164934a2167d9f8c1ffbe1b373b9667
Federated learning with ℓ1 regularization,"@Article{Shi2023FederatedLW,
 author = {Yong Shi and Yuanying Zhang and Peng Zhang and Yang Xiao and Lingfeng Niu},
 journal = {Pattern Recognit. Lett.},
 pages = {15-21},
 title = {Federated learning with ℓ1 regularization},
 volume = {172},
 year = {2023}
}
",10.1016/j.jmatprotec.2023.118032,"['Yong Shi', 'Yuanying Zhang', 'Peng Zhang', 'Yang Xiao', 'Lingfeng Niu']",2023.0,Computer Science,https://www.semanticscholar.org/paper/da7d3e5009341185e43b0c9e43c6dbfcd7c6cc7d
AgrEvader: Poisoning Membership Inference against Byzantine-robust Federated Learning,"@Article{Zhang2023AgrEvaderPM,
 author = {Yanjun Zhang and Guangdong Bai and Pathum Chamikara Mahawaga Arachchige and Mengyao Ma and Liyue Shen and Jingwei Wang and Surya Nepal and Minhui Xue and Long Wang and Joseph Liu},
 journal = {Proceedings of the ACM Web Conference 2023},
 title = {AgrEvader: Poisoning Membership Inference against Byzantine-robust Federated Learning},
 year = {2023}
}
",10.1016/j.patrec.2023.05.030,"['Yanjun Zhang', 'Guangdong Bai', 'Pathum Chamikara Mahawaga Arachchige', 'Mengyao Ma', 'Liyue Shen', 'Jingwei Wang', 'Surya Nepal', 'Minhui Xue', 'Long Wang', 'Joseph Liu']",2023.0,Computer Science,https://www.semanticscholar.org/paper/125c7f1f7b502dd43e9bfca41c2f718aa3354870
FeDDkw – Federated Learning with Dynamic Kullback–Leibler-divergence Weight,"@Article{Li2023FeDDkwF,
 author = {Boyuan Li and Shengbo Chen and K. Yu},
 journal = {ACM Transactions on Asian and Low-Resource Language Information Processing},
 title = {FeDDkw – Federated Learning with Dynamic Kullback–Leibler-divergence Weight},
 year = {2023}
}
",10.1145/3543507.3583542,"['Boyuan Li', 'Shengbo Chen', 'K. Yu']",2023.0,,https://www.semanticscholar.org/paper/d1a07b541261d910c99565f1095bcb181c7d1574
A Critical Analysis of The Methods Used To Classify Medical Data,"@Article{Ramteke2023ACA,
 author = {Nidhi Ramteke and Priya R. Maidamwar},
 journal = {2023 11th International Conference on Emerging Trends in Engineering & Technology - Signal and Information Processing (ICETET - SIP)},
 pages = {1-6},
 title = {A Critical Analysis of The Methods Used To Classify Medical Data},
 year = {2023}
}
",10.1145/3594779,"['Nidhi Ramteke', 'Priya R. Maidamwar']",2023.0,,https://www.semanticscholar.org/paper/df983e2fec0485bdd2d2ad47081509d17a36c7ce
Medical image security and authenticity via dual encryption,"@Article{Nampalle2023MedicalIS,
 author = {Kishore Babu Nampalle and Shriansh Manhas and B. Raman},
 journal = {Applied Intelligence},
 pages = {1-13},
 title = {Medical image security and authenticity via dual encryption},
 year = {2023}
}
",10.1109/ICETET-SIP58143.2023.10151492,"['Kishore Babu Nampalle', 'Shriansh Manhas', 'B. Raman']",2023.0,Computer Science,https://www.semanticscholar.org/paper/14d3a5d826687ba3ca79515e98f183cc24ccc7fa
Model-based Federated Learning for Accurate MR Image Reconstruction from Undersampled k-space Data,"@Inproceedings{Wu2023ModelbasedFL,
 author = {Ruo-Nan Wu and Cheng Li and J. Zou and Qiegen Liu and Hairong Zheng and Shanshan Wang},
 title = {Model-based Federated Learning for Accurate MR Image Reconstruction from Undersampled k-space Data},
 year = {2023}
}
",10.1007/s10489-023-04550-3,"['Ruo-Nan Wu', 'Cheng Li', 'J. Zou', 'Qiegen Liu', 'Hairong Zheng', 'Shanshan Wang']",2023.0,Engineering,https://www.semanticscholar.org/paper/441681e5d712ade129bcec58051d52d593f5f61d
Quality medical data management within an open AI architecture - cancer patients case,"@Article{Ivanovic2023QualityMD,
 author = {Mirjana Ivanovic and Serge Autexier and Miltiadis Kokkonidis and Johannes Rust},
 journal = {Connect. Sci.},
 title = {Quality medical data management within an open AI architecture - cancer patients case},
 volume = {35},
 year = {2023}
}
",,"['Mirjana Ivanovic', 'Serge Autexier', 'Miltiadis Kokkonidis', 'Johannes Rust']",2023.0,Computer Science,https://www.semanticscholar.org/paper/b10ad2684430ee16d1de5217247a8140ed8c2540
FedTrip: A Resource-Efficient Federated Learning Method with Triplet Regularization,"@Article{Li2023FedTripAR,
 author = {Xujing Li and Min Liu and Sheng Sun and Yuwei Wang and Hui Jiang and Xue Jiang},
 journal = {2023 IEEE International Parallel and Distributed Processing Symposium (IPDPS)},
 pages = {809-819},
 title = {FedTrip: A Resource-Efficient Federated Learning Method with Triplet Regularization},
 year = {2023}
}
",10.1080/09540091.2023.2194581,"['Xujing Li', 'Min Liu', 'Sheng Sun', 'Yuwei Wang', 'Hui Jiang', 'Xue Jiang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/7a662552dbd6d3c0fbae809381815c09e0332b3c
Evaluation of Query-Based Membership Inference Attack on the Medical Data,"@Article{Pedarla2023EvaluationOQ,
 author = {Lakshmi Prasanna Pedarla and Xinyue Zhang and Liang Zhao and Hafiz Khan},
 journal = {Proceedings of the 2023 ACM Southeast Conference},
 title = {Evaluation of Query-Based Membership Inference Attack on the Medical Data},
 year = {2023}
}
",10.1109/IPDPS54959.2023.00086,"['Lakshmi Prasanna Pedarla', 'Xinyue Zhang', 'Liang Zhao', 'Hafiz Khan']",2023.0,,https://www.semanticscholar.org/paper/7e50dd9c91be568ebb9fb57b7f2ba51ca8b8d53c
Federated Learning with Classifier Shift for Class Imbalance,"@Article{Shen2023FederatedLW,
 author = {Yunheng Shen and Haoxiang Wang and Hairong Lv},
 journal = {ArXiv},
 title = {Federated Learning with Classifier Shift for Class Imbalance},
 volume = {abs/2304.04972},
 year = {2023}
}
",10.1145/3564746.3587027,"['Yunheng Shen', 'Haoxiang Wang', 'Hairong Lv']",2023.0,Computer Science,https://www.semanticscholar.org/paper/02c1b53aac25a3cb155826961c241aaa60d0b473
Utilizing Machine Learning Models to Determine the Security Level of Different Cryptosystems,"@Article{Pranathi2023UtilizingML,
 author = {Kantipudi Pranathi and Bodepudi Lakshmi Priya and A. Y. Felix},
 journal = {2023 7th International Conference on Trends in Electronics and Informatics (ICOEI)},
 pages = {604-608},
 title = {Utilizing Machine Learning Models to Determine the Security Level of Different Cryptosystems},
 year = {2023}
}
",10.48550/arXiv.2304.04972,"['Kantipudi Pranathi', 'Bodepudi Lakshmi Priya', 'A. Y. Felix']",2023.0,,https://www.semanticscholar.org/paper/2d09802957ad7399b2a49c01ec5241a2a2a8d247
Privacy-preserving artificial intelligence in healthcare: Techniques and applications,"@Article{Khalid2023PrivacypreservingAI,
 author = {Nazish Khalid and Adnan Qayyum and M. Bilal and A. Al-Fuqaha and Junaid Qadir},
 journal = {Computers in biology and medicine},
 pages = {
          106848
        },
 title = {Privacy-preserving artificial intelligence in healthcare: Techniques and applications},
 volume = {158},
 year = {2023}
}
",10.1109/ICOEI56765.2023.10125757,"['Nazish Khalid', 'Adnan Qayyum', 'M. Bilal', 'A. Al-Fuqaha', 'Junaid Qadir']",2023.0,"Computer Science, Medicine",https://www.semanticscholar.org/paper/13ccfa3d0a7abcc5a29392713f969b82ca3f06d6
"Artificial Intelligence, Bioinformatics, and Pathology","@Article{Levy2023ArtificialIB,
 author = {Joshua Levy and Yunrui Lu and M. Montivero and O. Ramwala and Jason R. McFadden and Carly B Miles and Adam Gilbert Diamond and R. Reddy and R. Reddy and T. Hudson and Zarif L. Azher and Akash Pamal and Sameer Gabbita and Tess Cronin and A. A. Ould Ismail and Tarushii Goel and Sanjay Jacob and A. Suvarna and Taein Kim and Edward Zhang and N. Reddy and Sumanth Ratna and Jason Zavras and L. Vaickus},
 journal = {Advances in Molecular Pathology},
 title = {Artificial Intelligence, Bioinformatics, and Pathology},
 year = {2023}
}
",10.1016/j.compbiomed.2023.106848,"['Joshua Levy', 'Yunrui Lu', 'M. Montivero', 'O. Ramwala', 'Jason R. McFadden', 'Carly B Miles', 'Adam Gilbert Diamond', 'R. Reddy', 'R. Reddy', 'T. Hudson', 'Zarif L. Azher', 'Akash Pamal', 'Sameer Gabbita', 'Tess Cronin', 'A. A. Ould Ismail', 'Tarushii Goel', 'Sanjay Jacob', 'A. Suvarna', 'Taein Kim', 'Edward Zhang', 'N. Reddy', 'Sumanth Ratna', 'Jason Zavras', 'L. Vaickus']",2023.0,,https://www.semanticscholar.org/paper/e0e831deaa9c91243e7e742783e3961cf82594d9
NVAS: A non-interactive verifiable federated learning aggregation scheme for COVID-19 based on game theory,"@Article{Deng2023NVASAN,
 author = {Haitao Deng and Jing Hu and Rohit Sharma and Ming-Zhen Mo and Yongjun Ren},
 journal = {Computer Communications},
 pages = {1 - 9},
 title = {NVAS: A non-interactive verifiable federated learning aggregation scheme for COVID-19 based on game theory},
 volume = {206},
 year = {2023}
}
",10.1016/j.yamp.2023.01.002,"['Haitao Deng', 'Jing Hu', 'Rohit Sharma', 'Ming-Zhen Mo', 'Yongjun Ren']",2023.0,Medicine,https://www.semanticscholar.org/paper/008ee72a92cd89daa0601912c0febfc3be862f83
SPHERE-DNA: Privacy-Preserving Federated Learning for eHealth,"@Article{Nurmi2023SPHEREDNAPF,
 author = {J. Nurmi and Yinda Xu and J. Boutellier and Bo Tan},
 journal = {2023 Design, Automation & Test in Europe Conference & Exhibition (DATE)},
 pages = {1-6},
 title = {SPHERE-DNA: Privacy-Preserving Federated Learning for eHealth},
 year = {2023}
}
",10.1016/j.comcom.2023.04.026,"['J. Nurmi', 'Yinda Xu', 'J. Boutellier', 'Bo Tan']",2023.0,Computer Science,https://www.semanticscholar.org/paper/6092728c7ad53f53e2a1a74c1fdc9bb37af26fd4
PubSub-ML: A Model Streaming Alternative to Federated Learning,"@Article{Gondara2023PubSubMLAM,
 author = {Lovedeep Gondara and Ke Wang},
 journal = {Proc. Priv. Enhancing Technol.},
 pages = {464-479},
 title = {PubSub-ML: A Model Streaming Alternative to Federated Learning},
 volume = {2023},
 year = {2023}
}
",10.23919/DATE56975.2023.10137048,"['Lovedeep Gondara', 'Ke Wang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/8356794ff8d65a223f9a7b125acbbd941e83073b
"Federated Machine Learning, Privacy-Enhancing Technologies, and Data Protection Laws in Medical Research: Scoping Review","@Article{Brauneck2023FederatedML,
 author = {Alissa Brauneck and Louisa Schmalhorst and Mohammad Mahdi Kazemi Majdabadi and Mohammad Bakhtiari and U. Völker and J. Baumbach and L. Baumbach and Gabriele Buchholtz},
 journal = {Journal of Medical Internet Research},
 title = {Federated Machine Learning, Privacy-Enhancing Technologies, and Data Protection Laws in Medical Research: Scoping Review},
 volume = {25},
 year = {2023}
}
",10.56553/popets-2023-0063,"['Alissa Brauneck', 'Louisa Schmalhorst', 'Mohammad Mahdi Kazemi Majdabadi', 'Mohammad Bakhtiari', 'U. Völker', 'J. Baumbach', 'L. Baumbach', 'Gabriele Buchholtz']",2023.0,Medicine,https://www.semanticscholar.org/paper/71114cf79348eeddf915535de7824a8f77233c6f
CAreFL: Enhancing smart healthcare with Contribution-Aware Federated Learning,"@Article{Liu2023CAreFLES,
 author = {Zelei Liu and Yuanyuan Chen and Yansong Zhao and Han Yu and Yang Liu and Renyi Bao and Jinpeng Jiang and Zaiqing Nie and Qian Xu and Qian Yang},
 journal = {AI Mag.},
 pages = {4-15},
 title = {CAreFL: Enhancing smart healthcare with Contribution-Aware Federated Learning},
 volume = {44},
 year = {2023}
}
",10.2196/41588,"['Zelei Liu', 'Yuanyuan Chen', 'Yansong Zhao', 'Han Yu', 'Yang Liu', 'Renyi Bao', 'Jinpeng Jiang', 'Zaiqing Nie', 'Qian Xu', 'Qian Yang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/461ff1ba27e5ba0b00448fce46a92c21cdb8ac84
Fast Convergent Federated Learning with Aggregated Gradients,"@Article{Yuan2023FastCF,
 author = {Wenhao Yuan and Xuehe Wang},
 journal = {ArXiv},
 title = {Fast Convergent Federated Learning with Aggregated Gradients},
 volume = {abs/2303.15799},
 year = {2023}
}
",10.1002/aaai.12082,"['Wenhao Yuan', 'Xuehe Wang']",2023.0,Computer Science,https://www.semanticscholar.org/paper/2e5f39078c191be26e274725b4bd4a2e35daabb8
Recent Advancements in Computed Tomography Assessment of Fibrotic Interstitial Lung Diseases,"@Article{Suman2023RecentAI,
 author = {Garima Suman and C. W. Koo},
 journal = {Journal of Thoracic Imaging},
 pages = {S7 - S18},
 title = {Recent Advancements in Computed Tomography Assessment of Fibrotic Interstitial Lung Diseases},
 volume = {38},
 year = {2023}
}
",10.48550/arXiv.2303.15799,"['Garima Suman', 'C. W. Koo']",2023.0,Medicine,https://www.semanticscholar.org/paper/0d988fda440abe33db05439974ed72a0bb3d6bb7
